mutation,exp_id,site_id,biosensor,signal_col,jump_threshold_theta,p_exposed,p_unexposed,risk_difference,RR,n_nodes,n_spatial_edges
AKT1_E17K,2,8,FoxO3A_ratio,FoxO3A_ratio,0.0397589999999997,0.1475804739429374,0.1295610074280669,0.0180194665148704,1.139080938567686,300301,1691155
AKT1_E17K,3,5,ERKKTR_ratio,ERKKTR_ratio,0.0195619999999999,0.1528554597615594,0.0935332415446557,0.0593222182169036,1.6342367401923232,465350,4160606
AKT1_E17K,3,5,FoxO3A_ratio,FoxO3A_ratio,0.0417899999999999,0.1501041529538397,0.1235198671019335,0.0265842858519061,1.2152227530326576,465350,4160606
AKT1_E17K,3,6,ERKKTR_ratio,ERKKTR_ratio,0.0205629999999999,0.1447000270206664,0.1010726206293139,0.0436274063913524,1.4316441596122942,445467,3845735
AKT1_E17K,3,6,FoxO3A_ratio,FoxO3A_ratio,0.0425199999999998,0.1487422829370813,0.1264447538035481,0.0222975291335331,1.1763420661024486,445467,3845735
AKT1_E17K,3,7,ERKKTR_ratio,ERKKTR_ratio,0.0182078,0.148992734358588,0.1041365285028408,0.0448562058557471,1.430744201872674,328835,2067914
AKT1_E17K,3,7,FoxO3A_ratio,FoxO3A_ratio,0.04227,0.1541398479645205,0.1234777095130856,0.0306621384514347,1.2483212441528593,328835,2067914
AKT1_E17K,3,8,ERKKTR_ratio,ERKKTR_ratio,0.018011,0.1460894916973,0.1070614204054433,0.0390280712918566,1.3645390762055714,334088,2114751
AKT1_E17K,3,8,FoxO3A_ratio,FoxO3A_ratio,0.04149,0.1530628597374501,0.125896509445222,0.027166350292228,1.2157831890013455,334088,2114751
AKT1_E17K,4,5,ERKKTR_ratio,ERKKTR_ratio,0.0195769999999999,0.1473425372468552,0.1120497506930782,0.0352927865537769,1.314974253271204,378095,2725492
AKT1_E17K,4,5,FoxO3A_ratio,FoxO3A_ratio,0.0418799999999999,0.1509834557322431,0.1247955310021295,0.0261879247301135,1.2098466549228164,378095,2725492
AKT1_E17K,4,6,ERKKTR_ratio,ERKKTR_ratio,0.0191852,0.1475520719358625,0.111002208999184,0.0365498629366784,1.3292714916776756,402064,3127080
AKT1_E17K,4,6,FoxO3A_ratio,FoxO3A_ratio,0.0427899999999999,0.1521390153884952,0.1233362774479121,0.0288027379405831,1.233530138387282,402064,3127080
AKT1_E17K,4,7,ERKKTR_ratio,ERKKTR_ratio,0.0197239999999999,0.1447180155185058,0.1129157573328186,0.0318022581856871,1.281645883062628,397064,3059891
AKT1_E17K,4,7,FoxO3A_ratio,FoxO3A_ratio,0.0413930000000001,0.150550672933348,0.1234897969517443,0.0270608759816036,1.2191345086766814,397064,3059891
AKT1_E17K,4,8,ERKKTR_ratio,ERKKTR_ratio,0.0196487999999999,0.1423308942354984,0.1123854558270676,0.0299454384084307,1.2664529692748594,403542,3133585
AKT1_E17K,4,8,FoxO3A_ratio,FoxO3A_ratio,0.0393499999999999,0.1527458840929436,0.1252083354377317,0.0275375486552119,1.2199338291571395,403542,3133585
AKT1_E17K,5,6,ERKKTR_ratio,ERKKTR_ratio,0.0197843999999999,0.1603177199599723,0.0861064764999803,0.0742112434599919,1.8618543746823597,437409,3693628
AKT1_E17K,5,6,FoxO3A_ratio,FoxO3A_ratio,0.0410208,0.1555715537205853,0.1182727593592712,0.037298794361314,1.315362510889032,437409,3693628
AKT1_E17K,5,7,ERKKTR_ratio,ERKKTR_ratio,0.0240413,0.154818901373064,0.0694961917967886,0.0853227095762754,2.227732158702516,476471,4431438
AKT1_E17K,5,7,FoxO3A_ratio,FoxO3A_ratio,0.0401399999999998,0.1566582201883438,0.11333531389553,0.0433229062928137,1.3822542577748351,476471,4431438
AKT1_E17K,5,8,ERKKTR_ratio,ERKKTR_ratio,0.0206279999999999,0.1495609885413667,0.0932351894480307,0.0563257990933359,1.6041259681756956,440774,3786785
AKT1_E17K,5,8,FoxO3A_ratio,FoxO3A_ratio,0.0439082,0.1553142102685321,0.1176721898834347,0.0376420203850974,1.3198888405356042,440774,3786785
AKT1_E17K,6,5,ERKKTR_ratio,ERKKTR_ratio,0.0218336,0.1469897620198115,0.1030290970595417,0.0439606649602697,1.426682036579087,486018,4612961
AKT1_E17K,6,5,FoxO3A_ratio,FoxO3A_ratio,0.0451699999999999,0.1531458112692742,0.1216592038482115,0.0314866074210626,1.2588099085404754,486018,4612961
AKT1_E17K,6,6,ERKKTR_ratio,ERKKTR_ratio,0.0198436,0.1477054063941693,0.1133920081917253,0.0343133982024439,1.3026086119263909,415558,3316900
AKT1_E17K,6,6,FoxO3A_ratio,FoxO3A_ratio,0.04526,0.151484243267954,0.1254339203153028,0.0260503229526512,1.2076816453409784,415558,3316900
AKT1_E17K,6,7,ERKKTR_ratio,ERKKTR_ratio,0.0228998999999999,0.1480986592820671,0.0963148648069589,0.0517837944751082,1.5376511152135968,543204,5691873
AKT1_E17K,6,7,FoxO3A_ratio,FoxO3A_ratio,0.04316,0.1512278468290395,0.120331370860773,0.0308964759682664,1.2567616054504571,543204,5691873
AKT1_E17K,6,8,ERKKTR_ratio,ERKKTR_ratio,0.0217016,0.1507410815124255,0.1036758585748923,0.0470652229375331,1.4539651138122445,450391,3883648
AKT1_E17K,6,8,FoxO3A_ratio,FoxO3A_ratio,0.04512,0.1561447898592435,0.1194246326169163,0.0367201572423271,1.3074755721469626,450391,3883648
PTEN_del,1,17,ERKKTR_ratio,ERKKTR_ratio,0.0740893,0.1274034620505992,0.0809875075897528,0.0464159544608463,1.5731248663185091,211139,830047
PTEN_del,1,17,FoxO3A_ratio,FoxO3A_ratio,0.04617,0.142072889435645,0.1053939182391228,0.0366789711965222,1.348017910419681,211139,830047
PTEN_del,1,18,ERKKTR_ratio,ERKKTR_ratio,0.0592399999999999,0.1265799281157575,0.0764275273481705,0.0501524007675869,1.6562086005885617,245063,1156001
PTEN_del,1,18,FoxO3A_ratio,FoxO3A_ratio,0.0433400000000001,0.1411075238629983,0.1093467021776594,0.0317608216853389,1.2904598040253286,245063,1156001
PTEN_del,1,19,ERKKTR_ratio,ERKKTR_ratio,0.0474887999999999,0.1298296375745179,0.0762309624202207,0.0535986751542972,1.703108992102661,253786,1194606
PTEN_del,1,19,FoxO3A_ratio,FoxO3A_ratio,0.0453799999999999,0.1550568575322267,0.105147810841085,0.0499090466911416,1.4746560702682776,253786,1194606
PTEN_del,1,20,ERKKTR_ratio,ERKKTR_ratio,0.0690699999999999,0.1305425143453312,0.077935857796438,0.0526066565488931,1.6749993909901826,251978,1181745
PTEN_del,1,20,FoxO3A_ratio,FoxO3A_ratio,0.0499499999999999,0.14816752735628,0.1055563682465379,0.042611159109742,1.4036815572341332,251978,1181745
PTEN_del,2,17,ERKKTR_ratio,ERKKTR_ratio,0.0692915,0.1211376029081578,0.0784732859331062,0.0426643169750515,1.5436795014729006,259141,1285857
PTEN_del,2,17,FoxO3A_ratio,FoxO3A_ratio,0.04377,0.135958418648606,0.1091052188449477,0.0268531998036583,1.246122047028934,259141,1285857
PTEN_del,2,18,ERKKTR_ratio,ERKKTR_ratio,0.0762384999999999,0.1212054906422767,0.083380727479538,0.0378247631627386,1.453639159864862,230317,997983
PTEN_del,2,18,FoxO3A_ratio,FoxO3A_ratio,0.0500199999999999,0.1352552207208384,0.105432556324978,0.0298226643958604,1.2828601092051404,230317,997983
PTEN_del,2,19,ERKKTR_ratio,ERKKTR_ratio,0.0830640000000001,0.1268040238553183,0.0836276120881554,0.0431764117671629,1.5162937298944852,243875,1113859
PTEN_del,2,19,FoxO3A_ratio,FoxO3A_ratio,0.0517499999999999,0.143607424433405,0.0967579608844268,0.0468494635489782,1.484192340565526,243875,1113859
PTEN_del,2,20,ERKKTR_ratio,ERKKTR_ratio,0.05935,0.1242839283997087,0.0773885466409069,0.0468953817588018,1.6059731548700944,237391,1072061
PTEN_del,2,20,FoxO3A_ratio,FoxO3A_ratio,0.04647,0.1408540005364937,0.1058715253866402,0.0349824751498535,1.3304238323014463,237391,1072061
PTEN_del,3,17,ERKKTR_ratio,ERKKTR_ratio,0.0797767999999999,0.1323259138247907,0.0843796704395091,0.0479462433852815,1.568220320552847,129534,340112
PTEN_del,3,17,FoxO3A_ratio,FoxO3A_ratio,0.0518199999999999,0.1392713408176233,0.1089143150739072,0.0303570257437161,1.2787239282835914,129534,340112
PTEN_del,3,18,ERKKTR_ratio,ERKKTR_ratio,0.0748899999999999,0.1277849687422544,0.0828712335843604,0.0449137351578939,1.5419701531554146,160202,513346
PTEN_del,3,18,FoxO3A_ratio,FoxO3A_ratio,0.0504060000000001,0.1463408768427887,0.1107476753694539,0.0355932014733347,1.3213900549568736,160202,513346
PTEN_del,3,19,ERKKTR_ratio,ERKKTR_ratio,0.0773819999999999,0.1312458593395864,0.0847592237978838,0.0464866355417025,1.5484551823239223,142000,398728
PTEN_del,3,19,FoxO3A_ratio,FoxO3A_ratio,0.0482599999999999,0.1455837196700584,0.1107720027210384,0.0348117169490199,1.3142645803442567,142000,398728
