mutation,exp_id,site_id,biosensor,signal_col,jump_threshold_theta,p_exposed,p_unexposed,risk_difference,RR,n_nodes,n_spatial_edges
PIK3CA_H1047R,5,15,FoxO3A_ratio,FoxO3A_ratio,0.09499000000000006,0.20019930657919321,0.07466175129218608,0.12553755528700714,2.681417233245982,206039,775792
PIK3CA_H1047R,5,16,ERKKTR_ratio,ERKKTR_ratio,0.10547180000000002,0.18640054829799166,0.07323605236152479,0.11316449593646687,2.5452020185063775,207961,802772
PIK3CA_H1047R,5,16,FoxO3A_ratio,FoxO3A_ratio,0.08809680000000011,0.1878304865522882,0.08206606730292752,0.10576441924936068,2.288771629069982,207961,802772
PIK3CA_H1047R,6,13,ERKKTR_ratio,ERKKTR_ratio,0.16452999999999987,0.2368022289568873,0.05963974208533443,0.17716248687155287,3.9705441485320843,206242,800139
PIK3CA_H1047R,6,13,FoxO3A_ratio,FoxO3A_ratio,0.13039400000000034,0.23937543741100947,0.05895452201086132,0.18042091540014815,4.060340568394547,206242,800139
PIK3CA_H1047R,6,14,ERKKTR_ratio,ERKKTR_ratio,0.16769299999999995,0.22768142887622297,0.06466224289349867,0.1630191859827243,3.52108771190049,180948,607606
PIK3CA_H1047R,6,14,FoxO3A_ratio,FoxO3A_ratio,0.13499400000000017,0.24518351420558468,0.06201398639161897,0.18316952781396573,3.953680910903683,180948,607606
PIK3CA_H1047R,6,15,ERKKTR_ratio,ERKKTR_ratio,0.1571720000000001,0.2497541789577188,0.05580698562966973,0.19394719332804905,4.475321075663639,193447,680904
PIK3CA_H1047R,6,15,FoxO3A_ratio,FoxO3A_ratio,0.10155000000000003,0.2424804027148188,0.06505426073815448,0.17742614197666431,3.727356209469666,193447,680904
PIK3CA_H1047R,6,16,ERKKTR_ratio,ERKKTR_ratio,0.1369020000000001,0.20827498408656905,0.06287617080380356,0.1453988132827655,3.3124629159823122,215604,869122
PIK3CA_H1047R,6,16,FoxO3A_ratio,FoxO3A_ratio,0.09798680000000003,0.2015045674368619,0.07473628855136573,0.1267682788854962,2.6962078441769184,215604,869122
